"STUDIEJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","TYPE_HOGER_ONDERWIJS","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","OPLEIDINGSVORM","AANTAL_INSCHRIJVINGEN"
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",5462
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VT",63
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",576
"2020","Overijssel","0153","Enschede","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",38
"2020","Overijssel","0153","Enschede","reguliere inst.","master","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",82
"2020","Overijssel","0153","Enschede","reguliere inst.","master","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",94
"2020","Overijssel","0153","Enschede","reguliere inst.","master","23AH","Saxion Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",43
"2020","Overijssel","0153","Enschede","reguliere inst.","master","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",62
"2020","Overijssel","0153","Enschede","reguliere inst.","master","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","DT",10
"2020","Overijssel","0153","Enschede","reguliere inst.","master","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VT",16
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","00IC","Hogeschool KPZ","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",205
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","DT",88
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","VT",385
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",268
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",35
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",153
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","DT",24
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","DT",129
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","DU",15
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",21
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","DT",240
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","VT",546
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","DT",147
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","DU",57
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","VT",6138
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",511
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",14
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",2342
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",540
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",1792
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","DT",38
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","VT",694
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","DT",283
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","VT",3287
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","SECTOROVERSTIJGEND","sectoroverstijgend","VT",269
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","DT",266
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","VT",4297
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",118
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",428
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",154
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",5
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",576
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","ONDERWIJS","leraar basisonderwijs","DT",162
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","ONDERWIJS","leraar basisonderwijs","VT",439
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","DT",63
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VT",263
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",529
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",21
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",49
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",127
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","DT",58
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","DT",17
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",19
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","DT",28
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VT",26
"2020","Utrecht","0307","Amersfoort","reguliere inst.","associate degree","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","DT",45
"2020","Utrecht","0307","Amersfoort","reguliere inst.","associate degree","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","VT",341
"2020","Utrecht","0307","Amersfoort","reguliere inst.","associate degree","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","VT",168
"2020","Utrecht","0307","Amersfoort","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","VT",447
"2020","Utrecht","0307","Amersfoort","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",188
"2020","Utrecht","0307","Amersfoort","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",781
"2020","Utrecht","0307","Amersfoort","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",61
"2020","Utrecht","0307","Amersfoort","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",220
"2020","Utrecht","0307","Amersfoort","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","VT",143
"2020","Utrecht","0307","Amersfoort","reguliere inst.","master","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","DT",157
"2020","Utrecht","0344","Utrecht","reguliere inst.","associate degree","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",70
"2020","Utrecht","0344","Utrecht","reguliere inst.","associate degree","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","VT",52
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","00MF","Hogeschool voor de Kunsten Utrecht","ECONOMIE","n.v.t. (economie)","VT",694
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","DT",59
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VT",294
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",2307
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","00MF","Hogeschool voor de Kunsten Utrecht","TECHNIEK","n.v.t. (techniek)","VT",557
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","10IZ","Marnix Academie","ONDERWIJS","leraar basisonderwijs","DT",491
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","10IZ","Marnix Academie","ONDERWIJS","leraar basisonderwijs","VT",1086
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","DT",975
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","DU",110
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","VT",10910
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",276
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",1694
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",752
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",442
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",5340
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","DT",430
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","VT",854
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","DT",1464
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","VT",2350
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","DT",655
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","DU",179
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","VT",6392
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",62
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",50
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",7
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VT",13
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","DT",28
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","00MF","Hogeschool voor de Kunsten Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","DT",31
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","00MF","Hogeschool voor de Kunsten Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","VT",16
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VT",205
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","DT",9
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","10IZ","Marnix Academie","ONDERWIJS","n.v.t. (onderwijs)","DT",88
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","VT",67
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",89
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",38
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",364
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",322
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",179
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","DT",10
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","DT",679
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","VT",56
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","DT",51
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","VT",18
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",71
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","VT",-1
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","DT",5
"2020","Zeeland","0687","Middelburg","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","DU",-1
"2020","Zeeland","0687","Middelburg","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","VT",1203
"2020","Zeeland","0687","Middelburg","reguliere inst.","master","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","VT",34
"2020","Zeeland","0718","Vlissingen","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","DT",39
"2020","Zeeland","0718","Vlissingen","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","VT",12
"2020","Zeeland","0718","Vlissingen","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",77
"2020","Zeeland","0718","Vlissingen","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","DT",48
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","DT",39
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","VT",1137
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",149
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",12
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",776
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",83
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",66
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",432
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","ONDERWIJS","leraar basisonderwijs","VT",344
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","DT",29
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","VT",350
"2020","Zuid-Holland","0503","Delft","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",14
"2020","Zuid-Holland","0503","Delft","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","DT",29
"2020","Zuid-Holland","0503","Delft","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",636
"2020","Zuid-Holland","0503","Delft","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VT",706
"2020","Zuid-Holland","0503","Delft","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","DU",166
"2020","Zuid-Holland","0503","Delft","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",2528
"2020","Zuid-Holland","0505","Dordrecht","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",119
"2020","Zuid-Holland","0505","Dordrecht","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","DT",142
"2020","Zuid-Holland","0505","Dordrecht","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","DU",131
"2020","Zuid-Holland","0505","Dordrecht","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","VT",183
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","associate degree","15BK","Driestar educatief","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",118
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","bachelor","15BK","Driestar educatief","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",97
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","bachelor","15BK","Driestar educatief","ONDERWIJS","leraar basisonderwijs","DT",79
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","bachelor","15BK","Driestar educatief","ONDERWIJS","leraar basisonderwijs","DU",123
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","bachelor","15BK","Driestar educatief","ONDERWIJS","leraar basisonderwijs","VT",777
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","bachelor","15BK","Driestar educatief","ONDERWIJS","n.v.t. (onderwijs)","DT",188
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","bachelor","15BK","Driestar educatief","ONDERWIJS","n.v.t. (onderwijs)","DU",101
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","master","15BK","Driestar educatief","ONDERWIJS","n.v.t. (onderwijs)","DT",34
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VT",96
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",77
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","associate degree","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","DT",120
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","02NR","Hotelschool The Hague","ECONOMIE","n.v.t. (economie)","VT",1351
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","23KJ","Hogeschool der Kunsten Den Haag","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VT",45
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","DT",55
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",1151
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","DT",5
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VT",1512
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",78
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",388
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","DT",474
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","DU",60
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","VT",154
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","DT",725
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","DU",1842
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","VT",10013
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",172
