"STUDIEJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","TYPE_HOGER_ONDERWIJS","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","GESLACHT","AANTAL_INSCHRIJVINGEN"
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",928
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",1076
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","MAN",199
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","VROUW",534
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","MAN",11
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VROUW",41
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",23
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",35
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",1451
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",1595
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",221
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",1026
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",203
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",1420
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","MAN",161
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VROUW",133
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","MAN",104
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","VROUW",139
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","MAN",331
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VROUW",318
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","MAN",9484
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","VROUW",10121
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",1773
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",4244
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",1341
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",3226
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","leraar basisonderwijs","MAN",161
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","leraar basisonderwijs","VROUW",629
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","n.v.t. (onderwijs)","MAN",2246
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","n.v.t. (onderwijs)","VROUW",2268
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","MAN",8468
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","VROUW",3748
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","MAN",51
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","ONBEKEND",-1
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VROUW",102
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","MAN",-1
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VROUW",34
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","MAN",164
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","VROUW",126
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","MAN",214
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VROUW",161
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","MAN",15
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","VROUW",76
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","MAN",15
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","VROUW",119
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",54
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",192
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","MAN",15
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","VROUW",20
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","MAN",14
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","VROUW",38
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","MAN",22
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","VROUW",89
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",40
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",54
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",-1
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",6
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","MAN",170
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","VROUW",195
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","SECTOROVERSTIJGEND","sectoroverstijgend","MAN",35
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","SECTOROVERSTIJGEND","sectoroverstijgend","VROUW",14
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","MAN",21
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","VROUW",26
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",68
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",8
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",1120
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",1085
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",389
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",458
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",180
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",506
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","MAN",182
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","VROUW",536
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",127
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",30
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","MAN",585
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VROUW",120
"2020","Overijssel","0150","Deventer","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",22
"2020","Overijssel","0150","Deventer","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",12
"2020","Overijssel","0150","Deventer","reguliere inst.","associate degree","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",-1
"2020","Overijssel","0150","Deventer","reguliere inst.","associate degree","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",13
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",2047
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",1983
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",498
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",1052
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",103
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",734
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","MAN",170
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","VROUW",519
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",1229
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",528
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",23
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",8
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",-1
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",5
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","MAN",-1
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","VROUW",45
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",17
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",-1
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",3643
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",2884
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",593
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",1704
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",788
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",1865
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","MAN",172
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","VROUW",412
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",4153
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",1542
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","MAN",30
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VROUW",33
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",270
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",306
"2020","Overijssel","0153","Enschede","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","MAN",6
"2020","Overijssel","0153","Enschede","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","VROUW",32
"2020","Overijssel","0153","Enschede","reguliere inst.","master","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",21
"2020","Overijssel","0153","Enschede","reguliere inst.","master","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",155
"2020","Overijssel","0153","Enschede","reguliere inst.","master","23AH","Saxion Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","MAN",19
"2020","Overijssel","0153","Enschede","reguliere inst.","master","23AH","Saxion Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VROUW",24
"2020","Overijssel","0153","Enschede","reguliere inst.","master","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",35
"2020","Overijssel","0153","Enschede","reguliere inst.","master","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",27
"2020","Overijssel","0153","Enschede","reguliere inst.","master","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","MAN",8
"2020","Overijssel","0153","Enschede","reguliere inst.","master","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VROUW",18
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","00IC","Hogeschool KPZ","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",10
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","00IC","Hogeschool KPZ","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",195
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","MAN",216
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","VROUW",257
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",117
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",339
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","MAN",21
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","VROUW",-1
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","MAN",136
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","VROUW",8
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",-1
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",19
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","MAN",177
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","VROUW",609
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","MAN",3779
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","VROUW",2563
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",728
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",2139
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",390
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",1942
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","MAN",216
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","VROUW",516
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","MAN",1900
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","VROUW",1670
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","SECTOROVERSTIJGEND","sectoroverstijgend","MAN",68
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","SECTOROVERSTIJGEND","sectoroverstijgend","VROUW",201
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","MAN",4060
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","VROUW",503
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",135
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",411
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",71
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",664
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","ONDERWIJS","leraar basisonderwijs","MAN",150
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","ONDERWIJS","leraar basisonderwijs","VROUW",451
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","MAN",96
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VROUW",230
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",173
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",356
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",12
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",9
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",17
