"STUDIEJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","TYPE_HOGER_ONDERWIJS","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","GESLACHT","AANTAL_INGESCHREVENEN"
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",392
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",742
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",84
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","MAN",-1
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","VROUW",36
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",17
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",87
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","MAN",14
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VROUW",39
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","MAN",14
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","VROUW",98
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","MAN",38
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VROUW",49
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","MAN",353
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","VROUW",363
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","MAN",49
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","VROUW",32
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","MAN",64
"2020","Noord-Brabant","0855","Tilburg","reguliere inst.","master","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VROUW",84
"2020","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",130
"2020","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",105
"2020","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",121
"2020","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",9
"2020","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","MAN",31
"2020","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","VROUW",59
"2020","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",35
"2020","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",81
"2020","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","MAN",70
"2020","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","VROUW",18
"2020","Noord-Holland","0361","Alkmaar","reguliere inst.","associate degree","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","MAN",-1
"2020","Noord-Holland","0361","Alkmaar","reguliere inst.","associate degree","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","VROUW",42
"2020","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","MAN",80
"2020","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","VROUW",292
"2020","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",918
"2020","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",327
"2020","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",140
"2020","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",521
"2020","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",45
"2020","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",417
"2020","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","MAN",138
"2020","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","VROUW",358
"2020","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","MAN",1210
"2020","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VROUW",114
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",40
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",20
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","MAN",5
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","VROUW",69
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",10
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",5
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",81
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",171
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","MAN",60
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VROUW",10
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",15
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",32
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","ONDERWIJS","n.v.t. (onderwijs)","MAN",11
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","ONDERWIJS","n.v.t. (onderwijs)","VROUW",13
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","MAN",105
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","VROUW",13
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",87
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",41
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",224
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",494
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","02NR","Hotelschool The Hague","ECONOMIE","n.v.t. (economie)","MAN",556
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","02NR","Hotelschool The Hague","ECONOMIE","n.v.t. (economie)","VROUW",752
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21QA","Amsterdamse Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","MAN",113
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21QA","Amsterdamse Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VROUW",322
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",917
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",1067
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","MAN",199
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","VROUW",528
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","MAN",5
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VROUW",30
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",23
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",35
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",1437
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",1588
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",219
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",1018
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",201
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",1411
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","MAN",161
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VROUW",132
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","MAN",87
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","VROUW",132
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","MAN",329
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VROUW",315
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","MAN",9428
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","VROUW",10054
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",1770
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",4216
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",1331
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",3207
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","leraar basisonderwijs","MAN",161
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","leraar basisonderwijs","VROUW",620
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","n.v.t. (onderwijs)","MAN",2099
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","n.v.t. (onderwijs)","VROUW",2128
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","MAN",8434
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","VROUW",3725
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","MAN",51
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","ONBEKEND",-1
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VROUW",102
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","MAN",-1
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VROUW",33
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","MAN",164
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","VROUW",126
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","MAN",212
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VROUW",158
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","MAN",14
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","VROUW",76
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","MAN",15
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","VROUW",117
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",54
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",192
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","MAN",15
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","VROUW",20
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","MAN",14
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","VROUW",38
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","MAN",22
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","VROUW",88
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",40
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",54
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",-1
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",6
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","MAN",170
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","VROUW",193
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","SECTOROVERSTIJGEND","sectoroverstijgend","MAN",35
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","SECTOROVERSTIJGEND","sectoroverstijgend","VROUW",14
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","MAN",21
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","VROUW",26
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",67
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",8
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",1118
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",1082
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",389
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",455
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",179
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",503
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","MAN",182
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","VROUW",534
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",127
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",29
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","MAN",584
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VROUW",118
"2020","Overijssel","0150","Deventer","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",22
"2020","Overijssel","0150","Deventer","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",12
"2020","Overijssel","0150","Deventer","reguliere inst.","associate degree","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",-1
"2020","Overijssel","0150","Deventer","reguliere inst.","associate degree","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",12
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",2043
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",1978
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",493
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",1044
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",102
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",733
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","MAN",169
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","VROUW",517
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",1225
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",527
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",23
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",8
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",-1
