"STUDIEJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","TYPE_HOGER_ONDERWIJS","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","OPLEIDINGSVORM","AANTAL_INGESCHREVENEN"
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",1160
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",190
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",105
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",1317
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",293
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","DT",114
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","VT",105
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VT",644
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","DT",1567
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","DU",17
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","VT",17898
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",464
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",98
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",5424
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",298
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",4240
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","leraar basisonderwijs","DT",131
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","leraar basisonderwijs","VT",650
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","n.v.t. (onderwijs)","DT",1160
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","n.v.t. (onderwijs)","VT",3067
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","DT",544
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","VT",11615
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VT",155
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","DT",34
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","DT",290
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","DT",22
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VT",348
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",90
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","DT",132
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",44
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",202
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","DT",35
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","DT",52
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","DT",110
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",94
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",8
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","DT",363
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","SECTOROVERSTIJGEND","sectoroverstijgend","VT",49
"2020","Noord-Holland","0363","Amsterdam","reguliere inst.","master","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","VT",47
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VT",75
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VT",2200
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",119
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",725
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",159
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",523
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","DT",261
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","DU",187
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","VT",268
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",156
"2020","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VT",702
"2020","Overijssel","0150","Deventer","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","DT",34
"2020","Overijssel","0150","Deventer","reguliere inst.","associate degree","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",15
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","DT",449
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VT",3572
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",140
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",1397
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",47
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",161
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",627
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","DT",307
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","VT",379
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",53
"2020","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",1699
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","DT",30
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VT",-1
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",7
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","DT",46
"2020","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",21
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","DT",280
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VT",6225
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",920
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",1371
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",68
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",239
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",2338
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","DT",17
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","VT",566
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",232
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",5429
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VT",57
"2020","Overijssel","0153","Enschede","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",571
"2020","Overijssel","0153","Enschede","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",37
"2020","Overijssel","0153","Enschede","reguliere inst.","master","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",81
"2020","Overijssel","0153","Enschede","reguliere inst.","master","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",94
"2020","Overijssel","0153","Enschede","reguliere inst.","master","23AH","Saxion Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",43
"2020","Overijssel","0153","Enschede","reguliere inst.","master","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",62
"2020","Overijssel","0153","Enschede","reguliere inst.","master","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","DT",10
"2020","Overijssel","0153","Enschede","reguliere inst.","master","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VT",16
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","00IC","Hogeschool KPZ","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",205
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","DT",86
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","VT",377
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",265
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",35
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",153
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","DT",16
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","DT",126
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","DU",15
"2020","Overijssel","0193","Zwolle","reguliere inst.","associate degree","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",21
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","DT",240
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","VT",545
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","DT",145
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","DU",57
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","VT",6043
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",492
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",14
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",2251
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",534
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",1773
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","DT",36
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","VT",687
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","DT",280
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","VT",2984
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","SECTOROVERSTIJGEND","sectoroverstijgend","VT",269
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","DT",261
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","VT",4206
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",117
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",424
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",150
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",5
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",571
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","ONDERWIJS","leraar basisonderwijs","DT",161
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","22HH","Hogeschool Viaa","ONDERWIJS","leraar basisonderwijs","VT",439
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","DT",62
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VT",259
"2020","Overijssel","0193","Zwolle","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",521
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",21
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",49
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",125
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","DT",58
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","DT",16
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",19
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","DT",28
"2020","Overijssel","0193","Zwolle","reguliere inst.","master","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VT",25
"2020","Utrecht","0307","Amersfoort","reguliere inst.","associate degree","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","DT",44
"2020","Utrecht","0307","Amersfoort","reguliere inst.","associate degree","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","VT",340
"2020","Utrecht","0307","Amersfoort","reguliere inst.","associate degree","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","VT",168
"2020","Utrecht","0307","Amersfoort","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","VT",425
"2020","Utrecht","0307","Amersfoort","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",186
"2020","Utrecht","0307","Amersfoort","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",669
"2020","Utrecht","0307","Amersfoort","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",59
"2020","Utrecht","0307","Amersfoort","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",220
"2020","Utrecht","0307","Amersfoort","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","VT",139
"2020","Utrecht","0307","Amersfoort","reguliere inst.","master","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","DT",157
"2020","Utrecht","0344","Utrecht","reguliere inst.","associate degree","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",70
"2020","Utrecht","0344","Utrecht","reguliere inst.","associate degree","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","VT",32
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","00MF","Hogeschool voor de Kunsten Utrecht","ECONOMIE","n.v.t. (economie)","VT",688
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","DT",59
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VT",290
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",2276
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","00MF","Hogeschool voor de Kunsten Utrecht","TECHNIEK","n.v.t. (techniek)","VT",554
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","10IZ","Marnix Academie","ONDERWIJS","leraar basisonderwijs","DT",486
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","10IZ","Marnix Academie","ONDERWIJS","leraar basisonderwijs","VT",1086
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","DT",962
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","DU",110
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","VT",10367
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",271
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",1523
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",746
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",441
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",5198
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","DT",425
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","VT",517
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","DT",1399
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","VT",1970
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","DT",651
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","DU",179
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","VT",6245
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",58
