"STUDIEJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","TYPE_HOGER_ONDERWIJS","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","GESLACHT","AANTAL_EERSTEJAARS_INGESCHREVENEN"
"2021","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","MAN",10
"2021","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VROUW",61
"2021","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","MAN",148
"2021","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VROUW",232
"2021","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",72
"2021","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",91
"2021","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",159
"2021","Noord-Brabant","0855","Tilburg","reguliere inst.","bachelor","30GB","Fontys Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",18
"2021","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",43
"2021","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","07GR","Avans Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",40
"2021","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",25
"2021","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","07GR","Avans Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",-1
"2021","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","MAN",7
"2021","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","VROUW",15
"2021","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",11
"2021","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",38
"2021","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","MAN",14
"2021","Noord-Brabant","1674","Roosendaal","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","VROUW",-1
"2021","Noord-Holland","0361","Alkmaar","reguliere inst.","associate degree","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","MAN",-1
"2021","Noord-Holland","0361","Alkmaar","reguliere inst.","associate degree","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","VROUW",12
"2021","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","MAN",20
"2021","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","VROUW",78
"2021","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",209
"2021","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",61
"2021","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",25
"2021","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",98
"2021","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",19
"2021","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",183
"2021","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","MAN",25
"2021","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","VROUW",71
"2021","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","MAN",212
"2021","Noord-Holland","0361","Alkmaar","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VROUW",27
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",25
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",17
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","MAN",-1
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","VROUW",35
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",-1
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",-1
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",17
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",50
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","MAN",-1
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VROUW",-1
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",5
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",10
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","ONDERWIJS","n.v.t. (onderwijs)","VROUW",-1
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","MAN",76
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","VROUW",15
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",11
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",9
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",46
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","ONBEKEND",-1
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","02BY","Gerrit Rietveld Academie","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",106
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","02NR","Hotelschool The Hague","ECONOMIE","n.v.t. (economie)","MAN",80
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","02NR","Hotelschool The Hague","ECONOMIE","n.v.t. (economie)","VROUW",158
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21QA","Amsterdamse Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","MAN",11
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21QA","Amsterdamse Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VROUW",51
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",183
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21QA","Amsterdamse Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",234
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","MAN",33
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","21UG","Hogeschool IPABO Amsterdam Alkmaar","ONDERWIJS","leraar basisonderwijs","VROUW",96
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VROUW",10
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",-1
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",7
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",233
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",277
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",23
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",251
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",33
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",290
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","MAN",32
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VROUW",23
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","MAN",47
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VROUW",88
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","MAN",1871
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ECONOMIE","n.v.t. (economie)","VROUW",2184
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",343
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",874
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",351
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",698
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","leraar basisonderwijs","MAN",26
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","leraar basisonderwijs","VROUW",93
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","n.v.t. (onderwijs)","MAN",317
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","ONDERWIJS","n.v.t. (onderwijs)","VROUW",353
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","MAN",1670
"2021","Noord-Holland","0363","Amsterdam","reguliere inst.","bachelor","28DN","Hogeschool van Amsterdam","TECHNIEK","n.v.t. (techniek)","VROUW",801
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",15
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",-1
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","MAN",-1
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","VROUW",21
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","TAAL_EN_CULTUUR","n.v.t. (taal en cultuur)","MAN",8
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","MAN",169
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VROUW",174
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",84
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",98
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",28
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",123
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","MAN",22
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","VROUW",76
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",19
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",8
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","MAN",178
"2021","Noord-Holland","0392","Haarlem","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VROUW",36
"2021","Overijssel","0150","Deventer","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",22
"2021","Overijssel","0150","Deventer","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",14
"2021","Overijssel","0150","Deventer","reguliere inst.","associate degree","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",-1
"2021","Overijssel","0150","Deventer","reguliere inst.","associate degree","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",-1
"2021","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",302
"2021","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",321
"2021","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",116
"2021","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",340
"2021","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",24
"2021","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",161
"2021","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","MAN",36
"2021","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","VROUW",67
"2021","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",23
"2021","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",264
"2021","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",235
"2021","Overijssel","0150","Deventer","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",129
"2021","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",18
"2021","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",5
"2021","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",5
"2021","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",7
"2021","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","VROUW",12
"2021","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",38
"2021","Overijssel","0153","Enschede","reguliere inst.","associate degree","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",-1
"2021","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","MAN",796
"2021","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","VROUW",664
"2021","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",121
"2021","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",341
"2021","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",211
"2021","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",506
"2021","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","MAN",47
"2021","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","VROUW",102
"2021","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","MAN",817
"2021","Overijssel","0153","Enschede","reguliere inst.","bachelor","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","VROUW",362
"2021","Overijssel","0153","Enschede","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","MAN",-1
"2021","Overijssel","0153","Enschede","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VROUW",7
"2021","Overijssel","0153","Enschede","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",45
"2021","Overijssel","0153","Enschede","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",94
"2021","Overijssel","0193","Zwolle","reguliere inst.","associate degree","00IC","Hogeschool KPZ","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",5
"2021","Overijssel","0193","Zwolle","reguliere inst.","associate degree","00IC","Hogeschool KPZ","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",42
"2021","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","MAN",92
"2021","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","VROUW",84
"2021","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",49
"2021","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",108
"2021","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","MAN",6
"2021","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","VROUW",5
"2021","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","MAN",53
"2021","Overijssel","0193","Zwolle","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","VROUW",-1
"2021","Overijssel","0193","Zwolle","reguliere inst.","associate degree","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","MAN",-1
"2021","Overijssel","0193","Zwolle","reguliere inst.","associate degree","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VROUW",10
"2021","Overijssel","0193","Zwolle","reguliere inst.","bachelor","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","MAN",34
"2021","Overijssel","0193","Zwolle","reguliere inst.","bachelor","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","VROUW",114
"2021","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","MAN",848
"2021","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","VROUW",556
"2021","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","MAN",136
"2021","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VROUW",419
"2021","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","MAN",86
"2021","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VROUW",415
"2021","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","MAN",45
"2021","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","VROUW",107
"2021","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","MAN",281
"2021","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","VROUW",265
"2021","Overijssel","0193","Zwolle","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","SECTOROVERSTIJGEND","sectoroverstijgend","MAN",20
